station_id,file,size_bytes,size_human,present
30975099999,30975099999.csv,1138912,1.09 MiB,True
31004099999,31004099999.csv,1240330,1.18 MiB,True
31005099999,31005099999.csv,1174149,1.12 MiB,True
31011099999,31011099999.csv,1116972,1.07 MiB,True
31016099999,31016099999.csv,1071063,1.02 MiB,True
31026099999,31026099999.csv,1153645,1.10 MiB,True
31041099999,31041099999.csv,1177274,1.12 MiB,True
31054099999,31054099999.csv,967455,944.78 KiB,True
31062099999,31062099999.csv,1125771,1.07 MiB,True
31087099999,31087099999.csv,805191,786.32 KiB,True
31088099999,31088099999.csv,1216885,1.16 MiB,True
31096099999,31096099999.csv,1228078,1.17 MiB,True
31102099999,31102099999.csv,848973,829.08 KiB,True
31123099999,31123099999.csv,978885,955.94 KiB,True
31137099999,31137099999.csv,867534,847.20 KiB,True
31152099999,31152099999.csv,1141268,1.09 MiB,True
31168099999,31168099999.csv,1125620,1.07 MiB,True
31174099999,31174099999.csv,1217244,1.16 MiB,True
31253099999,31253099999.csv,1159488,1.11 MiB,True
31285099999,31285099999.csv,1170299,1.12 MiB,True
31295099999,31295099999.csv,1162966,1.11 MiB,True
31300099999,31300099999.csv,1069209,1.02 MiB,True
31328999999,31328999999.csv,5276557,5.03 MiB,True
31329099999,31329099999.csv,1177702,1.12 MiB,True
31348099999,31348099999.csv,1117053,1.07 MiB,True
31369099999,31369099999.csv,617158,602.69 KiB,True
31371099999,31371099999.csv,1121209,1.07 MiB,True
31388099999,31388099999.csv,1132752,1.08 MiB,True
31416099999,31416099999.csv,1185183,1.13 MiB,True
31418099999,31418099999.csv,775924,757.74 KiB,True
31439099999,31439099999.csv,1178838,1.12 MiB,True
31442099999,31442099999.csv,1127150,1.07 MiB,True
31445099999,31445099999.csv,640048,625.05 KiB,True
31474099999,31474099999.csv,776725,758.52 KiB,True
31478099999,31478099999.csv,1201047,1.15 MiB,True
31484099999,31484099999.csv,1124260,1.07 MiB,True
31489099999,31489099999.csv,1056910,1.01 MiB,True
31510099999,31510099999.csv,1120361,1.07 MiB,True
31521099999,31521099999.csv,1093436,1.04 MiB,True
31527099999,31527099999.csv,1119359,1.07 MiB,True
31528099999,31528099999.csv,626,626.00 B,True
31532099999,31532099999.csv,1122177,1.07 MiB,True
31534099999,31534099999.csv,1136814,1.08 MiB,True
31538099999,31538099999.csv,1129132,1.08 MiB,True
31561099999,31561099999.csv,8690,8.49 KiB,True
31583099999,31583099999.csv,1101122,1.05 MiB,True
31587099999,31587099999.csv,1114915,1.06 MiB,True
31594099999,31594099999.csv,1128712,1.08 MiB,True
31624099999,31624099999.csv,1012300,988.57 KiB,True
31632099999,31632099999.csv,1089131,1.04 MiB,True
31655099999,31655099999.csv,1110903,1.06 MiB,True
31683099999,31683099999.csv,964310,941.71 KiB,True
31702099999,31702099999.csv,1105986,1.05 MiB,True
31707099999,31707099999.csv,1285275,1.23 MiB,True
31713099999,31713099999.csv,1115778,1.06 MiB,True
31725099999,31725099999.csv,1124015,1.07 MiB,True
31733099999,31733099999.csv,9310,9.09 KiB,True
31735099999,31735099999.csv,7265600,6.93 MiB,True
31754099999,31754099999.csv,856421,836.35 KiB,True
31770099999,31770099999.csv,1216999,1.16 MiB,True
31801099999,31801099999.csv,34231,33.43 KiB,True
31825099999,31825099999.csv,927640,905.90 KiB,True
31832099999,31832099999.csv,121316,118.47 KiB,True
31845099999,31845099999.csv,1115639,1.06 MiB,True
31866099999,31866099999.csv,1100436,1.05 MiB,True
31873099999,31873099999.csv,1133649,1.08 MiB,True
31878099999,31878099999.csv,313729,306.38 KiB,True
31909099999,31909099999.csv,1094435,1.04 MiB,True
31915099999,31915099999.csv,1144208,1.09 MiB,True
31921099999,31921099999.csv,318676,311.21 KiB,True
31959099999,31959099999.csv,1163349,1.11 MiB,True
31960099999,31960099999.csv,1178540,1.12 MiB,True
31961099999,31961099999.csv,1149965,1.10 MiB,True
31969099999,31969099999.csv,1082900,1.03 MiB,True
31974199999,31974199999.csv,6339075,6.05 MiB,True
31981099999,31981099999.csv,1127598,1.08 MiB,True
31981199999,31981199999.csv,5279741,5.04 MiB,True
31987099999,31987099999.csv,1146864,1.09 MiB,True
31989099999,31989099999.csv,1062692,1.01 MiB,True
31994099999,31994099999.csv,672,672.00 B,True
31995099999,31995099999.csv,2535,2.48 KiB,True
32010099999,32010099999.csv,628832,614.09 KiB,True
32027099999,32027099999.csv,1312586,1.25 MiB,True
32053099999,32053099999.csv,1276600,1.22 MiB,True
32061099999,32061099999.csv,1346650,1.28 MiB,True
32069099999,32069099999.csv,1217563,1.16 MiB,True
32076099999,32076099999.csv,1318935,1.26 MiB,True
32098099999,32098099999.csv,1296723,1.24 MiB,True
32099099999,32099099999.csv,1302146,1.24 MiB,True
32121099999,32121099999.csv,1299167,1.24 MiB,True
32150099999,32150099999.csv,7165547,6.83 MiB,True
32165099999,32165099999.csv,1331308,1.27 MiB,True
32213099999,32213099999.csv,1291810,1.23 MiB,True
32215099999,32215099999.csv,1378026,1.31 MiB,True
32252099999,32252099999.csv,1221844,1.17 MiB,True
32287099999,32287099999.csv,785640,767.23 KiB,True
32333099999,32333099999.csv,1203361,1.15 MiB,True
32389099999,32389099999.csv,1047215,1022.67 KiB,True
32408099999,32408099999.csv,1216004,1.16 MiB,True
32411099999,32411099999.csv,1167404,1.11 MiB,True
32477099999,32477099999.csv,834116,814.57 KiB,True
32509099999,32509099999.csv,1185658,1.13 MiB,True
32540099999,32540099999.csv,5239723,5.00 MiB,True
32559099999,32559099999.csv,644,644.00 B,True
32562099999,32562099999.csv,337584,329.67 KiB,True
32583099999,32583099999.csv,445125,434.69 KiB,True
32594099999,32594099999.csv,1259301,1.20 MiB,True
32618099999,32618099999.csv,357762,349.38 KiB,True
33000599999,33000599999.csv,1074114,1.02 MiB,True
33008099999,33008099999.csv,2858981,2.73 MiB,True
33019099999,33019099999.csv,778743,760.49 KiB,True
33027099999,33027099999.csv,806177,787.28 KiB,True
33036099999,33036099999.csv,776074,757.88 KiB,True
33038099999,33038099999.csv,847960,828.09 KiB,True
33041099999,33041099999.csv,5771740,5.50 MiB,True
33088099999,33088099999.csv,1068584,1.02 MiB,True
33124099999,33124099999.csv,579500,565.92 KiB,True
33135099999,33135099999.csv,1094188,1.04 MiB,True
33177099999,33177099999.csv,1105719,1.05 MiB,True
33261099999,33261099999.csv,1069865,1.02 MiB,True
33275099999,33275099999.csv,1038358,1014.02 KiB,True
33301099999,33301099999.csv,1122460,1.07 MiB,True
33317099999,33317099999.csv,1107822,1.06 MiB,True
33325099999,33325099999.csv,1083223,1.03 MiB,True
33345099999,33345099999.csv,1115970,1.06 MiB,True
33377099999,33377099999.csv,1058072,1.01 MiB,True
33393099999,33393099999.csv,1081192,1.03 MiB,True
33415099999,33415099999.csv,1105939,1.05 MiB,True
33429099999,33429099999.csv,1137713,1.09 MiB,True
33466099999,33466099999.csv,1087904,1.04 MiB,True
33506099999,33506099999.csv,1052066,1.00 MiB,True
33562099999,33562099999.csv,1062686,1.01 MiB,True
33587099999,33587099999.csv,1068804,1.02 MiB,True
33614099999,33614099999.csv,1070302,1.02 MiB,True
33631099999,33631099999.csv,1122985,1.07 MiB,True
33658099999,33658099999.csv,1078365,1.03 MiB,True
33663099999,33663099999.csv,1091267,1.04 MiB,True
33664099999,33664099999.csv,1112528,1.06 MiB,True
33678099999,33678099999.csv,1083139,1.03 MiB,True
33679099999,33679099999.csv,1114364,1.06 MiB,True
33711099999,33711099999.csv,1069239,1.02 MiB,True
33717599999,33717599999.csv,205349,200.54 KiB,True
33744099999,33744099999.csv,1113206,1.06 MiB,True
33745099999,33745099999.csv,1146305,1.09 MiB,True
33748099999,33748099999.csv,1105682,1.05 MiB,True
33749099999,33749099999.csv,1143470,1.09 MiB,True
33754099999,33754099999.csv,1120558,1.07 MiB,True
33761099999,33761099999.csv,1077463,1.03 MiB,True
33791099999,33791099999.csv,1081416,1.03 MiB,True
33810099999,33810099999.csv,446,446.00 B,True
33815099999,33815099999.csv,1153150,1.10 MiB,True
33821099999,33821099999.csv,1187713,1.13 MiB,True
33824099999,33824099999.csv,441,441.00 B,True
33829099999,33829099999.csv,1118313,1.07 MiB,True
33837099999,33837099999.csv,1117433,1.07 MiB,True
33838799999,33838799999.csv,5680737,5.42 MiB,True
33881099999,33881099999.csv,1123851,1.07 MiB,True
33883099999,33883099999.csv,1092483,1.04 MiB,True
33885099999,33885099999.csv,1140946,1.09 MiB,True
33886099999,33886099999.csv,1094958,1.04 MiB,True
33892099999,33892099999.csv,1138214,1.09 MiB,True
33902099999,33902099999.csv,949328,927.08 KiB,True
33924099999,33924099999.csv,1180873,1.13 MiB,True
33946099999,33946099999.csv,7321172,6.98 MiB,True
33983099999,33983099999.csv,1180411,1.13 MiB,True
33998099999,33998099999.csv,1166912,1.11 MiB,True
34003099999,34003099999.csv,1172824,1.12 MiB,True
34009099999,34009099999.csv,1210581,1.15 MiB,True
34013099999,34013099999.csv,1175851,1.12 MiB,True
34036099999,34036099999.csv,314381,307.01 KiB,True
34047099999,34047099999.csv,1176455,1.12 MiB,True
34049099999,34049099999.csv,110543,107.95 KiB,True
34056099999,34056099999.csv,495706,484.09 KiB,True
34063099999,34063099999.csv,329769,322.04 KiB,True
34069099999,34069099999.csv,250972,245.09 KiB,True
34072099999,34072099999.csv,668465,652.80 KiB,True
34083099999,34083099999.csv,621858,607.28 KiB,True
34098099999,34098099999.csv,700819,684.39 KiB,True
34109099999,34109099999.csv,1136856,1.08 MiB,True
34110099999,34110099999.csv,1230300,1.17 MiB,True
34122099999,34122099999.csv,5978876,5.70 MiB,True
34123099999,34123099999.csv,1158028,1.10 MiB,True
34139099999,34139099999.csv,1218159,1.16 MiB,True
34146099999,34146099999.csv,1161381,1.11 MiB,True
34152099999,34152099999.csv,16204,15.82 KiB,True
34163099999,34163099999.csv,26386,25.77 KiB,True
34164099999,34164099999.csv,281930,275.32 KiB,True
34171099999,34171099999.csv,6086169,5.80 MiB,True
34172099999,34172099999.csv,137925,134.69 KiB,True
34186099999,34186099999.csv,1591,1.55 KiB,True
34199099999,34199099999.csv,638181,623.22 KiB,True
34202099999,34202099999.csv,1155666,1.10 MiB,True
34213099999,34213099999.csv,461356,450.54 KiB,True
34231099999,34231099999.csv,1123891,1.07 MiB,True
34238099999,34238099999.csv,1155728,1.10 MiB,True
34240099999,34240099999.csv,10649,10.40 KiB,True
34247099999,34247099999.csv,1157620,1.10 MiB,True
34253099999,34253099999.csv,433936,423.77 KiB,True
34254099999,34254099999.csv,464520,453.63 KiB,True
34262099999,34262099999.csv,501385,489.63 KiB,True
34267099999,34267099999.csv,497677,486.01 KiB,True
34273099999,34273099999.csv,580460,566.86 KiB,True
34289099999,34289099999.csv,18911,18.47 KiB,True
34300099999,34300099999.csv,1077740,1.03 MiB,True
34321099999,34321099999.csv,1143950,1.09 MiB,True
34336099999,34336099999.csv,1150662,1.10 MiB,True
34344099999,34344099999.csv,484346,472.99 KiB,True
34356099999,34356099999.csv,7868,7.68 KiB,True
34357099999,34357099999.csv,501640,489.88 KiB,True
34363099999,34363099999.csv,10829,10.58 KiB,True
34373099999,34373099999.csv,477434,466.24 KiB,True
34391099999,34391099999.csv,754745,737.06 KiB,True
34394099999,34394099999.csv,792873,774.29 KiB,True
34398099999,34398099999.csv,1112863,1.06 MiB,True
34415099999,34415099999.csv,1025197,1001.17 KiB,True
34432099999,34432099999.csv,238320,232.73 KiB,True
34438099999,34438099999.csv,508984,497.05 KiB,True
34445099999,34445099999.csv,524667,512.37 KiB,True
34461099999,34461099999.csv,475849,464.70 KiB,True
34473199999,34473199999.csv,1062301,1.01 MiB,True
34476099999,34476099999.csv,93775,91.58 KiB,True
34504099999,34504099999.csv,1038555,1014.21 KiB,True
34535099999,34535099999.csv,481776,470.48 KiB,True
34539099999,34539099999.csv,200814,196.11 KiB,True
34545099999,34545099999.csv,506693,494.82 KiB,True
34555099999,34555099999.csv,521852,509.62 KiB,True
34560099999,34560099999.csv,7161835,6.83 MiB,True
34578099999,34578099999.csv,505349,493.50 KiB,True
34579099999,34579099999.csv,72896,71.19 KiB,True
34581099999,34581099999.csv,1006249,982.67 KiB,True
34601099999,34601099999.csv,256231,250.23 KiB,True
34625099999,34625099999.csv,283564,276.92 KiB,True
34635099999,34635099999.csv,201489,196.77 KiB,True
34644099999,34644099999.csv,518935,506.77 KiB,True
34646099999,34646099999.csv,73547,71.82 KiB,True
34655099999,34655099999.csv,495847,484.23 KiB,True
34662099999,34662099999.csv,508766,496.84 KiB,True
34691099999,34691099999.csv,1078272,1.03 MiB,True
34720099999,34720099999.csv,445316,434.88 KiB,True
34725099999,34725099999.csv,193890,189.35 KiB,True
34727099999,34727099999.csv,492746,481.20 KiB,True
34735099999,34735099999.csv,198123,193.48 KiB,True
34737099999,34737099999.csv,585668,571.94 KiB,True
34740099999,34740099999.csv,158751,155.03 KiB,True
34743099999,34743099999.csv,506258,494.39 KiB,True
34759099999,34759099999.csv,85541,83.54 KiB,True
34772099999,34772099999.csv,483490,472.16 KiB,True
34785099999,34785099999.csv,500717,488.98 KiB,True
34798099999,34798099999.csv,1042440,1018.01 KiB,True
34824099999,34824099999.csv,17551,17.14 KiB,True
34825099999,34825099999.csv,206261,201.43 KiB,True
34838099999,34838099999.csv,1117332,1.07 MiB,True
34845099999,34845099999.csv,49566,48.40 KiB,True
34858099999,34858099999.csv,1152845,1.10 MiB,True
34861099999,34861099999.csv,5963004,5.69 MiB,True
34866099999,34866099999.csv,25546,24.95 KiB,True
34868099999,34868099999.csv,501300,489.55 KiB,True
34871099999,34871099999.csv,273775,267.36 KiB,True
34880099999,34880099999.csv,78982,77.13 KiB,True
34887099999,34887099999.csv,495497,483.88 KiB,True
34915099999,34915099999.csv,205941,201.11 KiB,True
34917099999,34917099999.csv,184920,180.59 KiB,True
34922099999,34922099999.csv,218571,213.45 KiB,True
34924099999,34924099999.csv,234592,229.09 KiB,True
34929099999,34929099999.csv,6036580,5.76 MiB,True
34936099999,34936099999.csv,574763,561.29 KiB,True
34937099999,34937099999.csv,206991,202.14 KiB,True
34949099999,34949099999.csv,6241757,5.95 MiB,True
34954099999,34954099999.csv,479911,468.66 KiB,True
34958099999,34958099999.csv,657242,641.84 KiB,True
34964099999,34964099999.csv,198209,193.56 KiB,True
34975099999,34975099999.csv,1153224,1.10 MiB,True
34984099999,34984099999.csv,22508,21.98 KiB,True
35001099999,35001099999.csv,673890,658.10 KiB,True
35007099999,35007099999.csv,2068,2.02 KiB,True
35011099999,35011099999.csv,21598,21.09 KiB,True
35026099999,35026099999.csv,1161667,1.11 MiB,True
35037099999,35037099999.csv,877141,856.58 KiB,True
35067599999,35067599999.csv,5870626,5.60 MiB,True
35078099999,35078099999.csv,1072336,1.02 MiB,True
35085099999,35085099999.csv,999172,975.75 KiB,True
35092099999,35092099999.csv,759750,741.94 KiB,True
35106099999,35106099999.csv,1043136,1018.69 KiB,True
35107099999,35107099999.csv,1047199,1022.66 KiB,True
35108099999,35108099999.csv,7123179,6.79 MiB,True
35117199999,35117199999.csv,1043640,1019.18 KiB,True
35118099999,35118099999.csv,1017362,993.52 KiB,True
35121099999,35121099999.csv,6312497,6.02 MiB,True
35127099999,35127099999.csv,1136120,1.08 MiB,True
35138099999,35138099999.csv,1182231,1.13 MiB,True
35167099999,35167099999.csv,776566,758.37 KiB,True
35173099999,35173099999.csv,1011701,987.99 KiB,True
35188099999,35188099999.csv,7826896,7.46 MiB,True
35217099999,35217099999.csv,1033261,1009.04 KiB,True
35229099999,35229099999.csv,7228539,6.89 MiB,True
35234099999,35234099999.csv,1026607,1002.55 KiB,True
35235099999,35235099999.csv,806800,787.89 KiB,True
35283099999,35283099999.csv,1043688,1019.23 KiB,True
35284099999,35284099999.csv,1015419,991.62 KiB,True
35302099999,35302099999.csv,1036584,1012.29 KiB,True
35315099999,35315099999.csv,1039522,1015.16 KiB,True
35325099999,35325099999.csv,1040866,1016.47 KiB,True
35334099999,35334099999.csv,786974,768.53 KiB,True
35344099999,35344099999.csv,1040940,1016.54 KiB,True
35357099999,35357099999.csv,1053044,1.00 MiB,True
35358099999,35358099999.csv,1029485,1005.36 KiB,True
35361099999,35361099999.csv,1010918,987.22 KiB,True
35363099999,35363099999.csv,1002504,979.01 KiB,True
35394099999,35394099999.csv,7469119,7.12 MiB,True
35394299999,35394299999.csv,5872227,5.60 MiB,True
35394699999,35394699999.csv,5931767,5.66 MiB,True
35394899999,35394899999.csv,6021563,5.74 MiB,True
35406099999,35406099999.csv,1019984,996.08 KiB,True
35416099999,35416099999.csv,1063671,1.01 MiB,True
35426099999,35426099999.csv,1047778,1023.22 KiB,True
35437099999,35437099999.csv,1068698,1.02 MiB,True
35449099999,35449099999.csv,1000536,977.09 KiB,True
35475099999,35475099999.csv,567972,554.66 KiB,True
35497099999,35497099999.csv,1013916,990.15 KiB,True
35498099999,35498099999.csv,1000203,976.76 KiB,True
35522099999,35522099999.csv,1032000,1007.81 KiB,True
35532099999,35532099999.csv,1035880,1011.60 KiB,True
35563099999,35563099999.csv,1032216,1008.02 KiB,True
35576099999,35576099999.csv,1018291,994.42 KiB,True
35615099999,35615099999.csv,791949,773.39 KiB,True
35662099999,35662099999.csv,677213,661.34 KiB,True
35671099999,35671099999.csv,5249664,5.01 MiB,True
35687099999,35687099999.csv,1075095,1.03 MiB,True
35699099999,35699099999.csv,1030277,1006.13 KiB,True
35700099999,35700099999.csv,1069394,1.02 MiB,True
35701099999,35701099999.csv,526438,514.10 KiB,True
35705099999,35705099999.csv,574541,561.08 KiB,True
35746099999,35746099999.csv,1082423,1.03 MiB,True
35793099999,35793099999.csv,710883,694.22 KiB,True
35796099999,35796099999.csv,1048862,1.00 MiB,True
35816099999,35816099999.csv,392116,382.93 KiB,True
35849099999,35849099999.csv,1046783,1022.25 KiB,True
35895099999,35895099999.csv,1031466,1007.29 KiB,True
35925099999,35925099999.csv,1072039,1.02 MiB,True
35927099999,35927099999.csv,1015479,991.68 KiB,True
35953099999,35953099999.csv,1066199,1.02 MiB,True
35969099999,35969099999.csv,1018832,994.95 KiB,True
36003099999,36003099999.csv,7581456,7.23 MiB,True
36012099999,36012099999.csv,1048866,1.00 MiB,True
36015099999,36015099999.csv,1034595,1010.35 KiB,True
36021099999,36021099999.csv,1130294,1.08 MiB,True
36022099999,36022099999.csv,1157590,1.10 MiB,True
36026099999,36026099999.csv,740595,723.24 KiB,True
36034099999,36034099999.csv,1174175,1.12 MiB,True
36038099999,36038099999.csv,1168503,1.11 MiB,True
36058099999,36058099999.csv,1134016,1.08 MiB,True
36061099999,36061099999.csv,1179130,1.12 MiB,True
36064099999,36064099999.csv,1169712,1.12 MiB,True
36078099999,36078099999.csv,1157868,1.10 MiB,True
36083099999,36083099999.csv,657245,641.84 KiB,True
36090099999,36090099999.csv,937096,915.13 KiB,True
36091099999,36091099999.csv,1147327,1.09 MiB,True
36092099999,36092099999.csv,1113703,1.06 MiB,True
36096099999,36096099999.csv,1212815,1.16 MiB,True
36103099999,36103099999.csv,1199822,1.14 MiB,True
36104099999,36104099999.csv,1155951,1.10 MiB,True
36126099999,36126099999.csv,1008950,985.30 KiB,True
36152099999,36152099999.csv,1058457,1.01 MiB,True
36177099999,36177099999.csv,1067882,1.02 MiB,True
36197099999,36197099999.csv,794501,775.88 KiB,True
36208099999,36208099999.csv,1058554,1.01 MiB,True
36229099999,36229099999.csv,1164073,1.11 MiB,True
36259099999,36259099999.csv,24535,23.96 KiB,True
36278099999,36278099999.csv,1134854,1.08 MiB,True
36307099999,36307099999.csv,1165136,1.11 MiB,True
36341099999,36341099999.csv,530567,518.13 KiB,True
36392099999,36392099999.csv,1020507,996.59 KiB,True
36394099999,36394099999.csv,1014903,991.12 KiB,True
36397099999,36397099999.csv,1090494,1.04 MiB,True
36418099999,36418099999.csv,1075851,1.03 MiB,True
36421099999,36421099999.csv,1014459,990.68 KiB,True
36428099999,36428099999.csv,1147665,1.09 MiB,True
36439099999,36439099999.csv,1147264,1.09 MiB,True
36498099999,36498099999.csv,1066179,1.02 MiB,True
36501099999,36501099999.csv,986943,963.81 KiB,True
36535099999,36535099999.csv,1071304,1.02 MiB,True
36619099999,36619099999.csv,843100,823.34 KiB,True
36639099999,36639099999.csv,1033130,1008.92 KiB,True
36643099999,36643099999.csv,1024615,1000.60 KiB,True
36665099999,36665099999.csv,1021237,997.30 KiB,True
36729099999,36729099999.csv,1033049,1008.84 KiB,True
36736099999,36736099999.csv,1080808,1.03 MiB,True
36773099999,36773099999.csv,1039675,1015.31 KiB,True
36777099999,36777099999.csv,1026717,1002.65 KiB,True
36785099999,36785099999.csv,726443,709.42 KiB,True
36786099999,36786099999.csv,1020539,996.62 KiB,True
36796099999,36796099999.csv,1032238,1008.04 KiB,True
36806099999,36806099999.csv,1043518,1019.06 KiB,True
36819099999,36819099999.csv,1115453,1.06 MiB,True
36821099999,36821099999.csv,1096725,1.05 MiB,True
36821599999,36821599999.csv,2606605,2.49 MiB,True
36839099999,36839099999.csv,1048267,1023.70 KiB,True
36843099999,36843099999.csv,1026974,1002.90 KiB,True
36846099999,36846099999.csv,1080752,1.03 MiB,True
36856099999,36856099999.csv,820058,800.84 KiB,True
36859099999,36859099999.csv,1096006,1.05 MiB,True
36870099999,36870099999.csv,1056156,1.01 MiB,True
36872099999,36872099999.csv,7152147,6.82 MiB,True
36883099999,36883099999.csv,722944,706.00 KiB,True
36885099999,36885099999.csv,1015560,991.76 KiB,True
36889099999,36889099999.csv,1025185,1001.16 KiB,True
36891099999,36891099999.csv,1005444,981.88 KiB,True
36894099999,36894099999.csv,1069024,1.02 MiB,True
36905099999,36905099999.csv,1082542,1.03 MiB,True
36911099999,36911099999.csv,1065317,1.02 MiB,True
36926099999,36926099999.csv,655,655.00 B,True
36934099999,36934099999.csv,1148800,1.10 MiB,True
36944099999,36944099999.csv,1113209,1.06 MiB,True
36953099999,36953099999.csv,1071438,1.02 MiB,True
36974099999,36974099999.csv,1121836,1.07 MiB,True
36982099999,36982099999.csv,1105856,1.05 MiB,True
37000899999,37000899999.csv,6021728,5.74 MiB,True
37001099999,37001099999.csv,6600670,6.29 MiB,True
37018099999,37018099999.csv,39001,38.09 KiB,True
37021099999,37021099999.csv,80292,78.41 KiB,True
37031099999,37031099999.csv,14472,14.13 KiB,True
37036099999,37036099999.csv,502785,491.00 KiB,True
37054099999,37054099999.csv,7386872,7.04 MiB,True
37058099999,37058099999.csv,486666,475.26 KiB,True
37061099999,37061099999.csv,39279,38.36 KiB,True
37085099999,37085099999.csv,487800,476.37 KiB,True
37107099999,37107099999.csv,1179961,1.13 MiB,True
37126099999,37126099999.csv,905424,884.20 KiB,True
37144099999,37144099999.csv,455464,444.79 KiB,True
37163099999,37163099999.csv,524213,511.93 KiB,True
37171099999,37171099999.csv,8418191,8.03 MiB,True
37177599999,37177599999.csv,5804756,5.54 MiB,True
37193099999,37193099999.csv,29702,29.01 KiB,True
37212099999,37212099999.csv,4986810,4.76 MiB,True
37218099999,37218099999.csv,854949,834.91 KiB,True
37228099999,37228099999.csv,15428,15.07 KiB,True
37235099999,37235099999.csv,17128,16.73 KiB,True
37244099999,37244099999.csv,21156,20.66 KiB,True
37279099999,37279099999.csv,243119,237.42 KiB,True
37298099999,37298099999.csv,700869,684.44 KiB,True
37308099999,37308099999.csv,5522217,5.27 MiB,True
37379099999,37379099999.csv,47850,46.73 KiB,True
37395099999,37395099999.csv,1063244,1.01 MiB,True
37403099999,37403099999.csv,13384,13.07 KiB,True
37409099999,37409099999.csv,1072104,1.02 MiB,True
37437099999,37437099999.csv,5691,5.56 KiB,True
37463099999,37463099999.csv,440726,430.40 KiB,True
37470099999,37470099999.csv,21554,21.05 KiB,True
37472099999,37472099999.csv,78888,77.04 KiB,True
37484099999,37484099999.csv,5947137,5.67 MiB,True
37492099999,37492099999.csv,913679,892.26 KiB,True
37496099999,37496099999.csv,854574,834.54 KiB,True
37514099999,37514099999.csv,1001361,977.89 KiB,True
37531099999,37531099999.csv,914014,892.59 KiB,True
37541099999,37541099999.csv,857590,837.49 KiB,True
37545099999,37545099999.csv,582,582.00 B,True
37549099999,37549099999.csv,1084776,1.03 MiB,True
37549199999,37549199999.csv,5113806,4.88 MiB,True
37575099999,37575099999.csv,1111990,1.06 MiB,True
37609099999,37609099999.csv,1088787,1.04 MiB,True
37618099999,37618099999.csv,1095169,1.04 MiB,True
37621099999,37621099999.csv,1075288,1.03 MiB,True
37663099999,37663099999.csv,464267,453.39 KiB,True
37675099999,37675099999.csv,1072387,1.02 MiB,True
37682099999,37682099999.csv,1007219,983.61 KiB,True
37699099999,37699099999.csv,1130354,1.08 MiB,True
37704099999,37704099999.csv,1052271,1.00 MiB,True
37711099999,37711099999.csv,1008935,985.29 KiB,True
37717099999,37717099999.csv,1125886,1.07 MiB,True
37735099999,37735099999.csv,1099337,1.05 MiB,True
37735299999,37735299999.csv,6432802,6.13 MiB,True
37747099999,37747099999.csv,2027433,1.93 MiB,True
37749099999,37749099999.csv,1085992,1.04 MiB,True
37756099999,37756099999.csv,1093049,1.04 MiB,True
37772099999,37772099999.csv,1123012,1.07 MiB,True
37781099999,37781099999.csv,601,601.00 B,True
37785099999,37785099999.csv,1145197,1.09 MiB,True
37787099999,37787099999.csv,1082285,1.03 MiB,True
37788099999,37788099999.csv,1162371,1.11 MiB,True
37792099999,37792099999.csv,1047662,1023.11 KiB,True
37801099999,37801099999.csv,1050665,1.00 MiB,True
37815099999,37815099999.csv,1069151,1.02 MiB,True
37835599999,37835599999.csv,3055429,2.91 MiB,True
37863099999,37863099999.csv,6147663,5.86 MiB,True
37863599999,37863599999.csv,6748183,6.44 MiB,True
37864099999,37864099999.csv,6785193,6.47 MiB,True
37865099999,37865099999.csv,2903628,2.77 MiB,True
37871099999,37871099999.csv,1027527,1003.44 KiB,True
37880099999,37880099999.csv,896952,875.93 KiB,True
37882099999,37882099999.csv,1061986,1.01 MiB,True
37897099999,37897099999.csv,1052996,1.00 MiB,True
37907099999,37907099999.csv,5507040,5.25 MiB,True
37914099999,37914099999.csv,481,481.00 B,True
37953099999,37953099999.csv,1075534,1.03 MiB,True
37958099999,37958099999.csv,951655,929.35 KiB,True
37985099999,37985099999.csv,4300859,4.10 MiB,True
38001099999,38001099999.csv,7062160,6.74 MiB,True
38002099999,38002099999.csv,1035265,1011.00 KiB,True
38008099999,38008099999.csv,1028627,1004.52 KiB,True
38023099999,38023099999.csv,749410,731.85 KiB,True
38049099999,38049099999.csv,229091,223.72 KiB,True
38051099999,38051099999.csv,999367,975.94 KiB,True
38062099999,38062099999.csv,5991463,5.71 MiB,True
38064099999,38064099999.csv,382033,373.08 KiB,True
38069099999,38069099999.csv,1015043,991.25 KiB,True
38099099999,38099099999.csv,990431,967.22 KiB,True
38108099999,38108099999.csv,1001459,977.99 KiB,True
38111099999,38111099999.csv,1089524,1.04 MiB,True
38141099999,38141099999.csv,1067000,1.02 MiB,True
38141199999,38141199999.csv,6012394,5.73 MiB,True
38141299999,38141299999.csv,2747070,2.62 MiB,True
38141399999,38141399999.csv,6505435,6.20 MiB,True
38141599999,38141599999.csv,5202783,4.96 MiB,True
38141699999,38141699999.csv,643741,628.65 KiB,True
38141799999,38141799999.csv,5230036,4.99 MiB,True
38146099999,38146099999.csv,719485,702.62 KiB,True
38149099999,38149099999.csv,1050718,1.00 MiB,True
38178099999,38178099999.csv,999479,976.05 KiB,True
38191099999,38191099999.csv,591222,577.37 KiB,True
38196099999,38196099999.csv,1018723,994.85 KiB,True
38198099999,38198099999.csv,1055810,1.01 MiB,True
38201099999,38201099999.csv,1064839,1.02 MiB,True
38202199999,38202199999.csv,1006007,982.43 KiB,True
38203099999,38203099999.csv,1067848,1.02 MiB,True
