stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
pretrain,0,176647,0.008174778212935956,0.12819567136466503,432424.0
pretrain,1,264294,0.007848789531058224,0.12816083803772926,869178.05
finetune,0,351941,0.09158276269020016,0.09832540736533701,1300363.45
