run_id,job_type,backbone,method,seed,plan_status,checkpoint_last,checkpoint_best,history_rows,finished_pretrain_epochs,finished_finetune_epochs,finished_epochs_total,expected_epochs_total,current_stage,current_epoch,current_batch,current_batches,global_step_history,global_step_log,nominal_epoch_equiv,nominal_progress_pct,last_val_repair_mse,result_artifacts,artifact_state,log_file,example_result_files
train_climax_no_corruption_pretrain_s43,train,climax,no_corruption_pretrain,43,interrupted,True,True,3,0,3,3,6,finetune,4.0,40499.0,87647.0,362941,403440,3.4621,57.7,0.0938012398546561,0,TRAIN_PARTIAL,runs/train_climax_no_corruption_pretrain_s43/stdout.log,
train_climax_no_corruption_pretrain_s44,train,climax,no_corruption_pretrain,44,interrupted,True,True,3,0,3,3,6,finetune,4.0,45279.0,87647.0,360941,406220,3.5166,58.61,0.0935381158487871,0,TRAIN_PARTIAL,runs/train_climax_no_corruption_pretrain_s44/stdout.log,
train_climax_no_moisture_corruption_s42,train,climax,no_moisture_corruption,42,planned,False,False,0,0,0,0,8,pretrain,1.0,10.0,87647.0,0,10,0.0001,0.0,,0,TRAIN_PARTIAL,runs/train_climax_no_moisture_corruption_s42/stdout.log,
train_climax_no_moisture_corruption_s43,train,climax,no_moisture_corruption,43,planned,False,False,0,0,0,0,8,,,,,0,0,0.0,0.0,,0,TRAIN_NOT_STARTED,,
train_climax_no_moisture_corruption_s44,train,climax,no_moisture_corruption,44,planned,False,False,0,0,0,0,8,,,,,0,0,0.0,0.0,,0,TRAIN_NOT_STARTED,,
train_climax_no_hydrostatic_corruption_s42,train,climax,no_hydrostatic_corruption,42,interrupted,True,True,3,2,1,3,8,finetune,2.0,1299.0,87647.0,351941,353240,3.0148,37.69,0.0987539791967719,0,TRAIN_PARTIAL,runs/train_climax_no_hydrostatic_corruption_s42/stdout.log,
train_climax_no_hydrostatic_corruption_s43,train,climax,no_hydrostatic_corruption,43,interrupted,True,True,2,2,0,2,8,finetune,1.0,87086.0,87647.0,239294,326380,2.9936,37.42,0.1285336420405656,0,TRAIN_PARTIAL,runs/train_climax_no_hydrostatic_corruption_s43/stdout.log,
train_climax_no_hydrostatic_corruption_s44,train,climax,no_hydrostatic_corruption,44,interrupted,True,True,3,2,1,3,8,finetune,2.0,299.0,87647.0,262941,263240,3.0034,37.54,0.0981956693576648,0,TRAIN_PARTIAL,runs/train_climax_no_hydrostatic_corruption_s44/stdout.log,
train_climax_no_advection_corruption_s42,train,climax,no_advection_corruption,42,interrupted,True,True,3,2,1,3,8,finetune,2.0,45449.0,87647.0,362941,408390,3.5185,43.98,0.0991566169541329,0,TRAIN_PARTIAL,runs/train_climax_no_advection_corruption_s42/stdout.log,
train_climax_no_advection_corruption_s43,train,climax,no_advection_corruption,43,interrupted,True,True,3,2,1,3,8,finetune,2.0,40499.0,87647.0,361941,402440,3.4621,43.28,0.0991467754356563,0,TRAIN_PARTIAL,runs/train_climax_no_advection_corruption_s43/stdout.log,
train_climax_no_advection_corruption_s44,train,climax,no_advection_corruption,44,interrupted,True,True,3,2,1,3,8,finetune,2.0,45279.0,87647.0,360941,406220,3.5166,43.96,0.0991233928361907,0,TRAIN_PARTIAL,runs/train_climax_no_advection_corruption_s44/stdout.log,
train_climax_no_spectral_corruption_s42,train,climax,no_spectral_corruption,42,planned,False,False,0,0,0,0,8,pretrain,1.0,10.0,87647.0,0,10,0.0001,0.0,,0,TRAIN_PARTIAL,runs/train_climax_no_spectral_corruption_s42/stdout.log,
train_climax_no_spectral_corruption_s43,train,climax,no_spectral_corruption,43,planned,False,False,0,0,0,0,8,pretrain,1.0,10.0,87647.0,0,10,0.0001,0.0,,0,TRAIN_PARTIAL,runs/train_climax_no_spectral_corruption_s43/stdout.log,
train_climax_no_spectral_corruption_s44,train,climax,no_spectral_corruption,44,planned,False,False,0,0,0,0,8,,,,,0,0,0.0,0.0,,0,TRAIN_NOT_STARTED,,
train_climax_no_range_extreme_corruption_s42,train,climax,no_range_extreme_corruption,42,planned,False,False,0,0,0,0,8,,,,,0,0,0.0,0.0,,0,TRAIN_NOT_STARTED,,
train_climax_no_range_extreme_corruption_s43,train,climax,no_range_extreme_corruption,43,planned,False,False,0,0,0,0,8,pretrain,1.0,10.0,87647.0,0,10,0.0001,0.0,,0,TRAIN_PARTIAL,runs/train_climax_no_range_extreme_corruption_s43/stdout.log,
train_climax_no_range_extreme_corruption_s44,train,climax,no_range_extreme_corruption,44,planned,False,False,0,0,0,0,8,pretrain,1.0,10.0,87647.0,0,10,0.0001,0.0,,0,TRAIN_PARTIAL,runs/train_climax_no_range_extreme_corruption_s44/stdout.log,
train_climax_equal_constraint_weights_s42,train,climax,equal_constraint_weights,42,interrupted,True,True,3,2,1,3,8,finetune,2.0,27899.0,87647.0,374941,402840,3.3183,41.48,0.1021813424304127,0,TRAIN_PARTIAL,runs/train_climax_equal_constraint_weights_s42/stdout.log,
train_climax_equal_constraint_weights_s43,train,climax,equal_constraint_weights,43,interrupted,True,True,3,2,1,3,8,finetune,2.0,27479.0,87647.0,371941,399420,3.3135,41.42,0.1033991505391895,0,TRAIN_PARTIAL,runs/train_climax_equal_constraint_weights_s43/stdout.log,
train_climax_equal_constraint_weights_s44,train,climax,equal_constraint_weights,44,interrupted,True,True,3,2,1,3,8,finetune,2.0,27299.0,87647.0,358941,386240,3.3115,41.39,0.1026805739384144,0,TRAIN_PARTIAL,runs/train_climax_equal_constraint_weights_s44/stdout.log,
train_climax_static_learned_weights_s42,train,climax,static_learned_weights,42,planned,False,False,0,0,0,0,8,,,,,0,0,0.0,0.0,,0,TRAIN_NOT_STARTED,,
train_climax_static_learned_weights_s43,train,climax,static_learned_weights,43,planned,False,False,0,0,0,0,8,,,,,0,0,0.0,0.0,,0,TRAIN_NOT_STARTED,,
train_climax_static_learned_weights_s44,train,climax,static_learned_weights,44,planned,False,False,0,0,0,0,8,pretrain,1.0,210.0,87647.0,0,210,0.0024,0.03,,0,TRAIN_PARTIAL,runs/train_climax_static_learned_weights_s44/stdout.log,
train_climax_manual_tuned_weights_s42,train,climax,manual_tuned_weights,42,interrupted,True,True,3,2,1,3,8,finetune,2.0,27899.0,87647.0,358941,386840,3.3183,41.48,0.1028797528706491,0,TRAIN_PARTIAL,runs/train_climax_manual_tuned_weights_s42/stdout.log,
train_climax_manual_tuned_weights_s43,train,climax,manual_tuned_weights,43,interrupted,True,True,3,2,1,3,8,finetune,2.0,27479.0,87647.0,363941,391420,3.3135,41.42,0.1031319643370807,0,TRAIN_PARTIAL,runs/train_climax_manual_tuned_weights_s43/stdout.log,
train_climax_manual_tuned_weights_s44,train,climax,manual_tuned_weights,44,interrupted,True,True,3,2,1,3,8,finetune,2.0,27299.0,87647.0,358941,386240,3.3115,41.39,0.1024752536322921,0,TRAIN_PARTIAL,runs/train_climax_manual_tuned_weights_s44/stdout.log,
train_climax_no_localization_head_s42,train,climax,no_localization_head,42,interrupted,True,True,3,2,1,3,8,finetune,2.0,809.0,87647.0,262941,263750,3.0092,37.62,0.0979754972504451,0,TRAIN_PARTIAL,runs/train_climax_no_localization_head_s42/stdout.log,
train_climax_no_localization_head_s43,train,climax,no_localization_head,43,planned,False,False,0,0,0,0,8,pretrain,1.0,250.0,87647.0,0,250,0.0029,0.04,,0,TRAIN_PARTIAL,runs/train_climax_no_localization_head_s43/stdout.log,
train_climax_no_localization_head_s44,train,climax,no_localization_head,44,planned,False,False,0,0,0,0,8,pretrain,1.0,240.0,87647.0,0,240,0.0027,0.03,,0,TRAIN_PARTIAL,runs/train_climax_no_localization_head_s44/stdout.log,
train_climax_no_constraint_type_head_s42,train,climax,no_constraint_type_head,42,interrupted,True,True,3,2,1,3,8,finetune,2.0,1519.0,87647.0,351941,353460,3.0173,37.72,0.098325407365337,0,TRAIN_PARTIAL,runs/train_climax_no_constraint_type_head_s42/stdout.log,
train_climax_no_constraint_type_head_s43,train,climax,no_constraint_type_head,43,interrupted,True,True,3,2,1,3,8,finetune,2.0,169.0,87647.0,351941,352110,3.0019,37.52,0.098991060280241,0,TRAIN_PARTIAL,runs/train_climax_no_constraint_type_head_s43/stdout.log,
train_climax_no_constraint_type_head_s44,train,climax,no_constraint_type_head,44,interrupted,True,True,3,2,1,3,8,finetune,2.0,369.0,87647.0,350941,351310,3.0042,37.55,0.0987558496417477,0,TRAIN_PARTIAL,runs/train_climax_no_constraint_type_head_s44/stdout.log,
train_climax_no_minimal_change_s42,train,climax,no_minimal_change,42,planned,False,False,0,0,0,0,8,,,,,0,0,0.0,0.0,,0,TRAIN_NOT_STARTED,,
train_climax_no_minimal_change_s43,train,climax,no_minimal_change,43,planned,False,False,0,0,0,0,8,,,,,0,0,0.0,0.0,,0,TRAIN_NOT_STARTED,,
train_climax_no_minimal_change_s44,train,climax,no_minimal_change,44,planned,False,False,0,0,0,0,8,pretrain,1.0,20.0,87647.0,0,20,0.0002,0.0,,0,TRAIN_PARTIAL,runs/train_climax_no_minimal_change_s44/stdout.log,
train_climax_direct_state_prediction_s42,train,climax,direct_state_prediction,42,interrupted,True,True,3,2,1,3,8,finetune,2.0,60.0,87647.0,377941,423060,3.0007,37.51,0.096572655136697,0,TRAIN_PARTIAL,runs/train_climax_direct_state_prediction_s42/stdout.log,
train_climax_direct_state_prediction_s43,train,climax,direct_state_prediction,43,interrupted,True,True,3,2,1,3,8,finetune,2.0,30.0,87647.0,377941,418030,3.0003,37.5,0.0973323613870889,0,TRAIN_PARTIAL,runs/train_climax_direct_state_prediction_s43/stdout.log,
train_climax_direct_state_prediction_s44,train,climax,direct_state_prediction,44,interrupted,True,True,3,2,1,3,8,finetune,2.0,20.0,87647.0,376941,422020,3.0002,37.5,0.0969472537981346,0,TRAIN_PARTIAL,runs/train_climax_direct_state_prediction_s44/stdout.log,
train_climax_no_moisture_constraint_s42,train,climax,no_moisture_constraint,42,planned,False,False,0,0,0,0,8,pretrain,1.0,240.0,87647.0,0,240,0.0027,0.03,,0,TRAIN_PARTIAL,runs/train_climax_no_moisture_constraint_s42/stdout.log,
train_climax_no_moisture_constraint_s43,train,climax,no_moisture_constraint,43,planned,False,False,0,0,0,0,8,pretrain,1.0,240.0,87647.0,0,240,0.0027,0.03,,0,TRAIN_PARTIAL,runs/train_climax_no_moisture_constraint_s43/stdout.log,
train_climax_no_moisture_constraint_s44,train,climax,no_moisture_constraint,44,planned,False,False,0,0,0,0,8,pretrain,1.0,240.0,87647.0,0,240,0.0027,0.03,,0,TRAIN_PARTIAL,runs/train_climax_no_moisture_constraint_s44/stdout.log,
train_climax_no_hydrostatic_constraint_s42,train,climax,no_hydrostatic_constraint,42,interrupted,True,True,3,2,1,3,8,finetune,2.0,27859.0,87647.0,357941,385800,3.3179,41.47,0.0989326616981998,0,TRAIN_PARTIAL,runs/train_climax_no_hydrostatic_constraint_s42/stdout.log,
train_climax_no_hydrostatic_constraint_s43,train,climax,no_hydrostatic_constraint,43,interrupted,True,True,3,2,1,3,8,finetune,2.0,26799.0,87647.0,359941,386740,3.3058,41.32,0.0995914381928742,0,TRAIN_PARTIAL,runs/train_climax_no_hydrostatic_constraint_s43/stdout.log,
train_climax_no_hydrostatic_constraint_s44,train,climax,no_hydrostatic_constraint,44,interrupted,True,True,3,2,1,3,8,finetune,2.0,27649.0,87647.0,358941,386590,3.3155,41.44,0.0990617565112188,0,TRAIN_PARTIAL,runs/train_climax_no_hydrostatic_constraint_s44/stdout.log,
train_climax_no_advection_constraint_s42,train,climax,no_advection_constraint,42,interrupted,True,True,3,2,1,3,8,finetune,2.0,27859.0,87647.0,357941,385800,3.3179,41.47,0.0992800528183579,0,TRAIN_PARTIAL,runs/train_climax_no_advection_constraint_s42/stdout.log,
train_climax_no_advection_constraint_s43,train,climax,no_advection_constraint,43,interrupted,True,True,3,2,1,3,8,finetune,2.0,26799.0,87647.0,359941,386740,3.3058,41.32,0.0990415869746357,0,TRAIN_PARTIAL,runs/train_climax_no_advection_constraint_s43/stdout.log,
train_climax_no_advection_constraint_s44,train,climax,no_advection_constraint,44,interrupted,True,True,3,2,1,3,8,finetune,2.0,27649.0,87647.0,358941,386590,3.3155,41.44,0.0993658555671572,0,TRAIN_PARTIAL,runs/train_climax_no_advection_constraint_s44/stdout.log,
train_climax_no_spectral_constraint_s42,train,climax,no_spectral_constraint,42,planned,False,False,0,0,0,0,8,,,,,0,0,0.0,0.0,,0,TRAIN_NOT_STARTED,,
train_climax_no_spectral_constraint_s43,train,climax,no_spectral_constraint,43,planned,False,False,0,0,0,0,8,pretrain,1.0,190.0,87647.0,0,190,0.0022,0.03,,0,TRAIN_PARTIAL,runs/train_climax_no_spectral_constraint_s43/stdout.log,
train_climax_no_spectral_constraint_s44,train,climax,no_spectral_constraint,44,planned,False,False,0,0,0,0,8,,,,,0,0,0.0,0.0,,0,TRAIN_NOT_STARTED,,
train_fourcastnet_conservefm_full_s42,train,fourcastnet,conservefm_full,42,planned,False,False,0,0,0,0,8,pretrain,1.0,210.0,87647.0,0,210,0.0024,0.03,,0,TRAIN_PARTIAL,runs/train_fourcastnet_conservefm_full_s42/stdout.log,
train_fourcastnet_conservefm_full_s43,train,fourcastnet,conservefm_full,43,planned,False,False,0,0,0,0,8,,,,,0,0,0.0,0.0,,0,TRAIN_NOT_STARTED,,
train_fourcastnet_conservefm_full_s44,train,fourcastnet,conservefm_full,44,planned,False,False,0,0,0,0,8,pretrain,1.0,200.0,87647.0,0,200,0.0023,0.03,,0,TRAIN_PARTIAL,runs/train_fourcastnet_conservefm_full_s44/stdout.log,
train_prithvi_wxc_conservefm_full_s42,train,prithvi_wxc,conservefm_full,42,planned,False,False,0,0,0,0,8,pretrain,1.0,190.0,3072.0,0,190,0.0618,0.77,,0,TRAIN_PARTIAL,runs/train_prithvi_wxc_conservefm_full_s42/stdout.log,
train_prithvi_wxc_conservefm_full_s43,train,prithvi_wxc,conservefm_full,43,planned,False,False,0,0,0,0,8,pretrain,1.0,190.0,3072.0,0,190,0.0618,0.77,,0,TRAIN_PARTIAL,runs/train_prithvi_wxc_conservefm_full_s43/stdout.log,
train_prithvi_wxc_conservefm_full_s44,train,prithvi_wxc,conservefm_full,44,planned,False,False,0,0,0,0,8,pretrain,1.0,200.0,3072.0,0,200,0.0651,0.81,,0,TRAIN_PARTIAL,runs/train_prithvi_wxc_conservefm_full_s44/stdout.log,
eval_climax_static_physics_loss_s42,eval,climax,static_physics_loss,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_static_physics_loss_s43,eval,climax,static_physics_loss,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_static_physics_loss_s44,eval,climax,static_physics_loss,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_residual_repair_s42,eval,climax,residual_repair,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_residual_repair_s43,eval,climax,residual_repair,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_residual_repair_s44,eval,climax,residual_repair,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_conservefm_full_s42,eval,climax,conservefm_full,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_conservefm_full_s43,eval,climax,conservefm_full,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_conservefm_full_s44,eval,climax,conservefm_full,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_corruption_pretrain_s42,eval,climax,no_corruption_pretrain,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_corruption_pretrain_s43,eval,climax,no_corruption_pretrain,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_corruption_pretrain_s44,eval,climax,no_corruption_pretrain,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_moisture_corruption_s42,eval,climax,no_moisture_corruption,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_moisture_corruption_s43,eval,climax,no_moisture_corruption,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_moisture_corruption_s44,eval,climax,no_moisture_corruption,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_hydrostatic_corruption_s42,eval,climax,no_hydrostatic_corruption,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_hydrostatic_corruption_s43,eval,climax,no_hydrostatic_corruption,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_hydrostatic_corruption_s44,eval,climax,no_hydrostatic_corruption,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_advection_corruption_s42,eval,climax,no_advection_corruption,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_advection_corruption_s43,eval,climax,no_advection_corruption,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_advection_corruption_s44,eval,climax,no_advection_corruption,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_spectral_corruption_s42,eval,climax,no_spectral_corruption,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_spectral_corruption_s43,eval,climax,no_spectral_corruption,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_spectral_corruption_s44,eval,climax,no_spectral_corruption,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_range_extreme_corruption_s42,eval,climax,no_range_extreme_corruption,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_range_extreme_corruption_s43,eval,climax,no_range_extreme_corruption,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_range_extreme_corruption_s44,eval,climax,no_range_extreme_corruption,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_equal_constraint_weights_s42,eval,climax,equal_constraint_weights,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_equal_constraint_weights_s43,eval,climax,equal_constraint_weights,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_equal_constraint_weights_s44,eval,climax,equal_constraint_weights,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_static_learned_weights_s42,eval,climax,static_learned_weights,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_static_learned_weights_s43,eval,climax,static_learned_weights,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_static_learned_weights_s44,eval,climax,static_learned_weights,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_manual_tuned_weights_s42,eval,climax,manual_tuned_weights,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_manual_tuned_weights_s43,eval,climax,manual_tuned_weights,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_manual_tuned_weights_s44,eval,climax,manual_tuned_weights,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_localization_head_s42,eval,climax,no_localization_head,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_localization_head_s43,eval,climax,no_localization_head,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_localization_head_s44,eval,climax,no_localization_head,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_constraint_type_head_s42,eval,climax,no_constraint_type_head,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_constraint_type_head_s43,eval,climax,no_constraint_type_head,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_constraint_type_head_s44,eval,climax,no_constraint_type_head,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_minimal_change_s42,eval,climax,no_minimal_change,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_minimal_change_s43,eval,climax,no_minimal_change,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_minimal_change_s44,eval,climax,no_minimal_change,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_direct_state_prediction_s42,eval,climax,direct_state_prediction,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_direct_state_prediction_s43,eval,climax,direct_state_prediction,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_direct_state_prediction_s44,eval,climax,direct_state_prediction,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_moisture_constraint_s42,eval,climax,no_moisture_constraint,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_moisture_constraint_s43,eval,climax,no_moisture_constraint,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_moisture_constraint_s44,eval,climax,no_moisture_constraint,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_hydrostatic_constraint_s42,eval,climax,no_hydrostatic_constraint,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_hydrostatic_constraint_s43,eval,climax,no_hydrostatic_constraint,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_hydrostatic_constraint_s44,eval,climax,no_hydrostatic_constraint,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_advection_constraint_s42,eval,climax,no_advection_constraint,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_advection_constraint_s43,eval,climax,no_advection_constraint,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_advection_constraint_s44,eval,climax,no_advection_constraint,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_spectral_constraint_s42,eval,climax,no_spectral_constraint,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_spectral_constraint_s43,eval,climax,no_spectral_constraint,43,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_climax_no_spectral_constraint_s44,eval,climax,no_spectral_constraint,44,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
eval_fourcastnet_conservefm_full_s42,eval,fourcastnet,conservefm_full,42,planned,False,False,0,0,0,0,0,,,,,0,0,0.0,,,0,EVAL_NO_ARTIFACTS,,
