stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
finetune,0,185647,0.08546464565363088,0.09419541480019689,371299.75
finetune,1,273294,0.08488304212665428,0.09382380417082459,744281.73
finetune,2,360941,0.08453754689072014,0.09353811584878713,1115812.65
