stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
finetune,0,187647,0.08539261826146749,0.09435070701874793,372317.83
finetune,1,275294,0.08479689501508765,0.09373752225656062,742898.6
finetune,2,362941,0.08444306633438069,0.09331882221158594,1113918.43
