stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
pretrain,0,182647,0.01039217745689783,0.12840310856699944,394152.05
pretrain,1,270294,0.00886523164138426,0.12876615626737475,787759.28
finetune,0,357941,0.09237828843116805,0.09893266169819981,1182164.47
