stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
pretrain,0,185647,0.010530073740375628,0.1287510353140533,371313.31
pretrain,1,273294,0.009755821756409192,0.12894013128243387,744294.84
finetune,0,360941,0.09212094025425265,0.09912339283619076,1115830.12
