stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
finetune,0,187647,0.0854720187609236,0.09425588441081345,370374.1
finetune,1,275294,0.08487377373079664,0.09409959218464792,748884.8
finetune,2,362941,0.08453423940118353,0.09380123985465616,1132089.91
