stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
pretrain,0,182647,0.011506442808568816,0.1281597747001797,394156.43
pretrain,1,270294,0.00902357017178052,0.12857947521843016,787764.8
finetune,0,357941,0.09284014217728512,0.09928005281835794,1182171.15
