model,lead_hours,channel_index,channel,repaired_nrmse,raw_forecast_nrmse,repaired_nmae,raw_forecast_nmae,repaired_acc,raw_forecast_acc,repaired_rmse_phys,raw_forecast_rmse_phys,repaired_mae_phys,raw_forecast_mae_phys
OLD_Full,6,25,temperature@1000hPa,0.10570939020576096,0.139239773470704,0.07506362864880999,0.0970967702873206,0.9931238321944802,0.9879155149303653,1.8254205495171483,2.4044329867026666,1.2962206137813614,1.6766953299867084
OLD_Full,6,26,specific_humidity@50hPa,0.06991618598142212,0.23805540162953165,0.05104631737884837,0.20951979381874186,0.9693690582413782,0.5890390365238719,6.99161858674493e-08,2.3805540126527047e-07,5.104631724378385e-08,2.095197924433465e-07
OLD_Full,6,27,specific_humidity@100hPa,0.17434788291539685,0.4314738759877617,0.11471303756806,0.3233324216984565,0.9655986885829422,0.7656999907530604,1.7434788244113978e-07,4.3147387408071817e-07,1.1471303653363474e-07,3.23332417665877e-07
OLD_Full,6,28,specific_humidity@150hPa,0.3584119355549935,0.5575486056734628,0.22326656127370761,0.3729691909213579,0.9549606983512753,0.8869526584412808,1.3258236376786504e-06,2.0624623293142846e-06,8.258990583058102e-07,1.3796732652353547e-06
OLD_Full,6,29,specific_humidity@200hPa,0.36970802567499106,0.5148060847548199,0.23806775517870093,0.3334045933603662,0.9514319604665402,0.9039410322752256,8.184698363558561e-06,1.1396919290337456e-05,5.270409693261964e-06,7.381002973146227e-06
OLD_Full,6,30,specific_humidity@250hPa,0.376874606889771,0.533788317568085,0.23588464063572867,0.33365628038667994,0.950176312085907,0.8988928043685345,2.727245195547007e-05,3.862747922925554e-05,1.7069742620834017e-05,2.4144966622057e-05
OLD_Full,6,31,specific_humidity@300hPa,0.3673634984661178,0.5636297372973997,0.23533716076769173,0.36336760566366894,0.954208029213138,0.889131021525358,6.0222380898971266e-05,9.239656455014799e-05,3.8579130349735764e-05,5.956732908536226e-05
OLD_Full,6,32,specific_humidity@400hPa,0.3448658139887826,0.5722263401416836,0.22726827127337954,0.3755203808772316,0.9619715418350704,0.891406737931956,0.00017113345300554618,0.00028395702318871537,0.00011277778985764569,0.00018634523223429075
OLD_Full,6,33,specific_humidity@500hPa,0.30759117112590173,0.5108360515009116,0.20985400277706023,0.34097420792941,0.9679214191637361,0.9089571262106763,0.0003251969555002913,0.0005400750850538875,0.00022186554494064726,0.00036049075810894843
OLD_Full,6,34,specific_humidity@600hPa,0.2740933720034454,0.45648591696907226,0.19358202249578269,0.3167385993903071,0.9722254360463697,0.9210648233201398,0.00047673412919184584,0.0007939718279507764,0.00033669970492919833,0.0005509075245256385
OLD_Full,6,35,specific_humidity@700hPa,0.25472871527272645,0.42183067436337673,0.18173481249164597,0.3013398076375881,0.9750557944213775,0.930012510001428,0.0006395543099360248,0.0010591017421817998,0.0004562865359577994,0.000756582040832227
