model,channel_index,channel,repaired_nrmse,corrupted_input_nrmse,repaired_nmae,corrupted_input_nmae,repaired_acc,corrupted_input_acc,repaired_rmse_phys,corrupted_input_rmse_phys
Direct_State,16,temperature@200hPa,0.2295478484320142,0.27752668199718766,0.16403312276958631,0.1980652613340393,0.948327550488253,0.9299616928429041,1.6324047393344867,1.9736010510544184
Direct_State,17,temperature@250hPa,0.18009134945797187,0.1982373336678393,0.1301320904494838,0.13921766445025757,0.9810321219091627,0.9781019243059219,1.5227109903496785,1.6761391606519374
Direct_State,18,temperature@300hPa,0.12739221746190835,0.1516926294178663,0.09369019192144364,0.10857568394322313,0.9915558616884458,0.9882073467552939,1.3608072098970845,1.6203848922514161
Direct_State,19,temperature@400hPa,0.10677140382827814,0.12432397765176759,0.07872510190723396,0.08852628270481809,0.9936827491939285,0.9915533005429676,1.3576485194918502,1.580837712879543
Direct_State,20,temperature@500hPa,0.10655647631976087,0.114502906073399,0.07811318604280157,0.07978488537233915,0.9934629146922043,0.9925079720256275,1.3976535031263237,1.5018832469774148
Direct_State,21,temperature@600hPa,0.10527486430972806,0.11209222365393746,0.07688873132063216,0.07815331462400323,0.9931902103376155,0.9923995690728884,1.4208826640913714,1.5128957814787682
Direct_State,22,temperature@700hPa,0.10060657963630595,0.10778246207542562,0.07355778967013625,0.07433094702705907,0.9932816252220994,0.9924774391499074,1.4990463425180627,1.605967582910687
Direct_State,23,temperature@850hPa,0.11054051845562356,0.13063043647949868,0.08154327653951478,0.09117594807951161,0.9923137938669124,0.9893505913526716,1.7337632411896924,2.048861830635501
Direct_State,24,temperature@925hPa,0.109217745793441,0.1363863755036239,0.07756300238961322,0.09164191855171523,0.9925542112238791,0.9884801557442967,1.766603421163747,2.2060575673362366
Direct_State,25,temperature@1000hPa,0.10505124006231137,0.14367435021368372,0.07475876087941176,0.09756476744483347,0.9932846153661977,0.9869890491209804,1.8140554317549358,2.481010547268164
Direct_State,26,specific_humidity@50hPa,0.09018184000538212,0.25390218623275174,0.056259298735476734,0.21885102478958496,0.9429941429600575,0.574895997878134,9.018183996011628e-08,2.5390218477263497e-07
Direct_State,27,specific_humidity@100hPa,0.27061888170149934,0.441567149398678,0.18353688335647753,0.32849171745160716,0.9085671029899217,0.7553279688637263,2.7061888168716695e-07,4.415671488537653e-07
Direct_State,28,specific_humidity@150hPa,0.46676054061967637,0.5709199993922403,0.2947083908608946,0.3817313445575997,0.9207167781013866,0.8836788296471275,1.7266226176578027e-06,2.1119252810632896e-06
Direct_State,29,specific_humidity@200hPa,0.4741125983975252,0.5445867665905444,0.3021966486466907,0.35377915684126104,0.916462131441608,0.8925786746592568,1.049603557189753e-05,1.205621224463277e-05
Direct_State,30,specific_humidity@250hPa,0.5132157222801689,0.5814423513696981,0.3272328756962566,0.365957550030779,0.9009007074920152,0.8785495581125912,3.713874819094482e-05,4.207595356006935e-05
Direct_State,31,specific_humidity@300hPa,0.5226436233792567,0.6113340122875778,0.33397843169214664,0.3952396757558438,0.8982007202231912,0.867276640720863,8.56776564613317e-05,0.0001002167883497308
Direct_State,32,specific_humidity@400hPa,0.5143094867306489,0.6136490563262608,0.33946985921993694,0.404049399218726,0.9059766550779365,0.8729260264074578,0.0002552168258777821,0.00030451229938656415
Direct_State,33,specific_humidity@500hPa,0.4649833893018187,0.5547745502801459,0.3227944120541192,0.37032920324505164,0.9182456213204543,0.8911514398251346,0.0004915979246237277,0.0005865285158839293
Direct_State,34,specific_humidity@600hPa,0.4081017152321894,0.49624820228722283,0.28828782519273954,0.34378106133201514,0.9311703412652411,0.9055940905208933,0.000709816563387923,0.0008631308785937524
Direct_State,35,specific_humidity@700hPa,0.38171730633420486,0.45759420827871566,0.2749296508059274,0.32489511895510065,0.9383678860579349,0.9168508187082353,0.0009583880218268216,0.0011488942213829815
Direct_State,36,specific_humidity@850hPa,0.29484362523746704,0.34821005273352906,0.21280736973780395,0.2480434783187677,0.9602050392279079,0.9470376643087981,0.0012005739391931177,0.0014178767301263615
Direct_State,37,specific_humidity@925hPa,0.19344068414518417,0.23718349670713204,0.1367603832698311,0.16257486916918662,0.9823646430040817,0.9743545697523717,0.000978160453012031,0.0011993522131312623
Direct_State,38,specific_humidity@1000hPa,0.15330553701288707,0.21820053773531536,0.1094911757670297,0.15200877543885627,0.9887056110021928,0.9778011072896605,0.0009054803740595433,0.001288774740179906
Direct_State,39,u_component_of_wind@50hPa,0.2157962212460033,0.3110267094821888,0.1651445201313617,0.23103019500067737,0.9783565027724284,0.9574561219743354,3.2358581627086402,4.663836604326994
Direct_State,40,u_component_of_wind@100hPa,0.26659730901171763,0.351087879482119,0.20469019233203772,0.2630778958690772,0.9695221359599079,0.9508498023399518,3.5614844015389022,4.690197433653266
Direct_State,41,u_component_of_wind@150hPa,0.26345911291340607,0.326196966527696,0.20186982096588418,0.246578433547588,0.9682891481810106,0.9564272635513985,4.201615462311806,5.202151586597774
Direct_State,42,u_component_of_wind@200hPa,0.2663543715949929,0.30557000681661783,0.20234834163488002,0.23232087810584467,0.9653407576020246,0.9578724362703711,4.692249262631408,5.383094044398434
Direct_State,43,u_component_of_wind@250hPa,0.27809408784541423,0.30780266785837823,0.20911900989829163,0.23185819194248383,0.9583127388920393,0.9534698320502728,4.977788045485959,5.509561423095453
Direct_State,44,u_component_of_wind@300hPa,0.29027997746815587,0.3270424508743959,0.21676286397945485,0.24586239895612333,0.9518512259599029,0.9436387266193448,4.9441231424332575,5.57027105403398
Direct_State,45,u_component_of_wind@400hPa,0.2941032488665378,0.33286219357145747,0.21913913100623697,0.24969262904151093,0.9496856539676777,0.9402753958049893,4.193888036868474,4.746587318691332
Direct_State,46,u_component_of_wind@500hPa,0.29116096338395014,0.32729775576460257,0.21899761464807957,0.24713148725347267,0.9514700684274121,0.9438948124858711,3.4691909498874542,3.8997618669519007
Direct_State,47,u_component_of_wind@600hPa,0.29616022548114757,0.3376775387469562,0.22465327182234354,0.2572117330967956,0.9507569300210148,0.9415295536650312,3.0398823002278132,3.4660290992391847
Direct_State,48,u_component_of_wind@700hPa,0.3108976813458002,0.3582647366435385,0.23607212853130893,0.2729508653814229,0.94706678621147,0.9355076061380821,2.821470517179992,3.2513377887083315
Direct_State,49,u_component_of_wind@850hPa,0.3286366946328642,0.37179030912456645,0.24353007282119243,0.2775157923365121,0.9416337416535966,0.9306840959750868,2.645200119295697,2.992543962770343
Direct_State,50,u_component_of_wind@925hPa,0.32976933211693427,0.37278215501548484,0.2363363551504834,0.27043654341564216,0.9398055288869902,0.9290285648940618,2.567185202928767,2.9020310342730014
Direct_State,51,u_component_of_wind@1000hPa,0.33595874569375106,0.39384110059305066,0.2423842386555738,0.28794401423061416,0.9380327482455517,0.9204138137957225,2.023781257405038,2.3724586625225044
Direct_State,52,v_component_of_wind@50hPa,0.37202337544239467,0.38810471324303586,0.28475661447105804,0.2943452571189026,0.8771424958340261,0.8701588894922998,2.7092594472889604,2.826371730514707
Direct_State,53,v_component_of_wind@100hPa,0.43470622611763854,0.49561086910219715,0.3330722398799876,0.37870397795096417,0.8866662146945273,0.8559942608216767,3.2888683166026516,3.749656145402114
Direct_State,54,v_component_of_wind@150hPa,0.41399518969950466,0.4842540384318178,0.3145985560537727,0.3676032965955935,0.9073476808882225,0.8812213194463083,3.974209872586672,4.648670341251244
Direct_State,55,v_component_of_wind@200hPa,0.38858488997117485,0.44133192279409,0.2910760287312882,0.3324814036387603,0.9159312526783265,0.8992489478415825,4.607515669464765,5.232946062089161
Direct_State,56,v_component_of_wind@250hPa,0.374250903601179,0.41326860646175984,0.27707519025376576,0.3062500230820462,0.9129403679336038,0.903199907194036,4.993497190180275,5.5140965336821575
Direct_State,57,v_component_of_wind@300hPa,0.375991756158285,0.4166959421797817,0.2758792407489378,0.30645023164608903,0.9045161558973397,0.8911886153186399,5.002845801311273,5.5444448353983
Direct_State,58,v_component_of_wind@400hPa,0.386220619402817,0.4196607030275979,0.282120401878843,0.3059998123695975,0.8963175419606421,0.8847992086889338,4.324403070371779,4.698822161710992
Direct_State,59,v_component_of_wind@500hPa,0.3849558686918044,0.4188358439652399,0.2830303308740301,0.30847385106007846,0.8980713651275699,0.887858693958347,3.525683557395254,3.8359790727476235
Direct_State,60,v_component_of_wind@600hPa,0.39275202553709454,0.43425823015705056,0.29126657934551037,0.3234509989465709,0.8952185837643618,0.8809379993974137,3.052627877342312,3.375230949402149
Direct_State,61,v_component_of_wind@700hPa,0.40900191551636367,0.4564278007807573,0.3037009393327478,0.3405127230458074,0.8874871031277235,0.8697796920576616,2.7874253110744074,3.1106416985736143
Direct_State,62,v_component_of_wind@850hPa,0.4302277538846503,0.4707538644258845,0.31306065302571,0.3432286367228608,0.8756935555580543,0.8609502589914683,2.655023272462044,2.905118135810006
Direct_State,63,v_component_of_wind@925hPa,0.41771798701277124,0.458681993279549,0.29341107621727164,0.3244309607564377,0.8864774393032379,0.8728659492605062,2.6562430657350395,2.9167306813218405
Direct_State,64,v_component_of_wind@1000hPa,0.40290602895692734,0.4632974258016519,0.2873595524071645,0.3355836279845308,0.8993217301585689,0.8753360969762664,2.097665145681296,2.412083188172152
Direct_State,65,2m_temperature,0.10429419090943148,0.1351518795024349,0.07249763336895071,0.08514267656389297,0.992551913004083,0.9869592688359543,2.2312648570019387,2.891432747318192
Direct_State,66,10m_u_component_of_wind,0.33410887604659517,0.3765682988977163,0.2405576571314734,0.27224009837923197,0.9374534144438399,0.9260964016330236,1.8149357015134742,2.0455824444633577
Direct_State,67,10m_v_component_of_wind,0.39816934410399124,0.4433864731772899,0.2856311538066822,0.3193581979349381,0.898675689037923,0.8832657984257595,1.8596308560744128,2.070815285930578
Direct_State,68,mean_sea_level_pressure,0.1985713705248205,0.20670895154543426,0.13566509368070392,0.1460010331657044,0.9714716822662456,0.9720088210141188,262.7537738849861,273.5215869469204
Direct_State,69,surface_pressure,0.06988788997578481,0.15548424931390822,0.05483348908720806,0.09306573828901314,0.9955406804997013,0.9763735054181385,670.8790369023769,1492.549326631627
Direct_State,70,total_precipitation_6hr,0.8722530085310974,1.001475992774391,0.33302130756950843,0.42568044873450905,0.6729420169896976,0.5767959985961942,0.0014549935844390869,0.0016705487239103626
No_Pretrain,0,geopotential@50hPa,0.08161685128223255,0.09627667592197224,0.050165725679335686,0.0654894953496779,0.9932746317113078,0.9916962357841151,469.91683339842405,554.3221779679293
No_Pretrain,1,geopotential@100hPa,0.07775207654258824,0.08551138974667923,0.05162353997180084,0.058091667777490134,0.995567293839462,0.9948954244908916,423.76852213339316,466.05874739708764
No_Pretrain,2,geopotential@150hPa,0.06997311616667273,0.07526433316894779,0.04645695959092755,0.050541737177878944,0.9967512258802939,0.9963855767840267,405.86970036065117,436.56069146160735
No_Pretrain,3,geopotential@200hPa,0.0682527878792008,0.07325615201220617,0.04505806976743773,0.049080091071544936,0.9969610891969065,0.9966520214190923,397.05816112280553,426.16505456312973
No_Pretrain,4,geopotential@250hPa,0.06275660033584991,0.06741811306024507,0.03803694811104968,0.04215508012865755,0.9971776079279665,0.9970342093992594,348.01280483886086,373.862931883278
No_Pretrain,5,geopotential@300hPa,0.07169436795839622,0.07668335160246934,0.04729703241012251,0.05088173166792819,0.9966185990117323,0.996235862936311,366.02806971460126,391.4988001107639
No_Pretrain,6,geopotential@400hPa,0.07492300745948052,0.08023588945535809,0.04961670791916596,0.05315870228430583,0.9962681202739749,0.9958127541416585,311.9874140791242,334.11082661808143
No_Pretrain,7,geopotential@500hPa,0.07000591875468364,0.07675409185627176,0.04395384578960395,0.04887687182632962,0.9964674239170983,0.9960535995491581,235.4885962144926,258.1883598993421
No_Pretrain,8,geopotential@600hPa,0.07915002369328532,0.08730613781161839,0.05090989212494738,0.05692850959294279,0.9956567543666781,0.995030363031761,213.90846542555997,235.9509355242515
No_Pretrain,9,geopotential@700hPa,0.09563925316040209,0.10576180295963625,0.062007298104671045,0.06951385398839115,0.993778353967235,0.99276329185933,204.4278280273987,226.06466779313146
No_Pretrain,10,geopotential@850hPa,0.13853776191652117,0.15313133787055572,0.09016358823192058,0.10047455910184562,0.9868101087342525,0.9845444667537159,203.01978352877907,224.40590279618766
No_Pretrain,11,geopotential@925hPa,0.1770068563673628,0.19713146697151956,0.11397891463957473,0.12830798303221028,0.9779440243577413,0.9743325372145027,216.38429167177046,240.985880736567
No_Pretrain,12,geopotential@1000hPa,0.22449656535402682,0.25541446487031744,0.14393570909954628,0.1675666552898812,0.9629042619378915,0.9569246926664927,239.26313904539163,272.214706952254
No_Pretrain,13,temperature@50hPa,0.1628186329525258,0.22627082468000417,0.12021055142919591,0.16851075558989453,0.9710481867878603,0.9504635624688592,1.68184596610433,2.3372796070275697
No_Pretrain,14,temperature@100hPa,0.12948189439808816,0.16737169643314717,0.09826597115578731,0.12796331126512162,0.9893902713938677,0.9838874485211407,1.6346480465352995,2.11298898248714
No_Pretrain,15,temperature@150hPa,0.1630284242226146,0.20592469756484044,0.12103104692793057,0.15251126104231774,0.9791378841762974,0.968669896409221,1.4536345617347834,1.8361169881642978
No_Pretrain,16,temperature@200hPa,0.2216293668331835,0.27755639284601147,0.15618962291571342,0.19807353214166054,0.9503861149211098,0.9299467545257193,1.576093309065566,1.973812334526138
No_Pretrain,17,temperature@250hPa,0.17988060770705255,0.1981940385749059,0.12566465573216873,0.13921180616034956,0.9810163883945695,0.978114051990989,1.5209291176687254,1.6757730929169499
No_Pretrain,18,temperature@300hPa,0.13548093109308398,0.15169086966619386,0.09575322265314627,0.10857548663611669,0.9901301747815798,0.9882068302269509,1.4472110769029496,1.6203660918604645
No_Pretrain,19,temperature@400hPa,0.11540988018461604,0.1243568976172122,0.08242264679204835,0.08853261622964363,0.9925908234120696,0.9915490945919675,1.4674907936709618,1.5812563091482201
No_Pretrain,20,temperature@500hPa,0.10681169358394905,0.11451742943319834,0.07378591954788309,0.07978687458973882,0.9931193078173436,0.9925068009326814,1.4010010642259672,1.5020737428483446
No_Pretrain,21,temperature@600hPa,0.10492762759858297,0.11206857673451906,0.07269032267901591,0.07815053112898016,0.993098534342582,0.992402904951708,1.4161960558652675,1.5125766216890146
No_Pretrain,22,temperature@700hPa,0.10045621507802303,0.1078061990641705,0.06941060022774878,0.07433477537307245,0.9932905180758625,0.9924730330122823,1.4968058972842766,1.606321265018978
No_Pretrain,23,temperature@850hPa,0.11340677393339625,0.13067159276324342,0.07908950926770789,0.09118102646258941,0.991716210855095,0.9893416784286392,1.7787187757934586,2.0495073444901815
No_Pretrain,24,temperature@925hPa,0.11506291160806154,0.13637495006607214,0.0783908790939338,0.09164023217520055,0.99173091626815,0.988483554394666,1.8611493112712412,2.2058727660910398
No_Pretrain,25,temperature@1000hPa,0.11262811621558111,0.14362015519122492,0.07771497924258218,0.09755564726230065,0.9920797517490705,0.9870017321362959,1.9448951429033907,2.4800747035546697
No_Pretrain,26,specific_humidity@50hPa,0.09431039584367348,0.25386593034924126,0.056026612317547526,0.21884594008113872,0.9347534704204471,0.5749537315096244,9.431039630674426e-08,2.538659283917959e-07
No_Pretrain,27,specific_humidity@100hPa,0.2579325685486657,0.4415804354941043,0.1720841707233363,0.3284960879482777,0.9156467295450231,0.7553118459656866,2.5793256759586807e-07,4.41580434474572e-07
No_Pretrain,28,specific_humidity@150hPa,0.45806431460057434,0.5709269510853523,0.2919205090283648,0.38173469123235576,0.9230550913944225,0.8836759647036126,1.6944538705703016e-06,2.111950995082308e-06
No_Pretrain,29,specific_humidity@200hPa,0.463350955409261,0.5445597212052838,0.29833670786190475,0.3537731477412531,0.91953101746861,0.8925891382118998,1.0257791433679731e-05,1.205561351459865e-05
No_Pretrain,30,specific_humidity@250hPa,0.49653935130372556,0.5814433093046488,0.31271964520054124,0.3659576936277395,0.9057786674342284,0.8785490844930913,3.593196610104034e-05,4.2076022912300334e-05
No_Pretrain,31,specific_humidity@300hPa,0.5045920622917693,0.611347800963123,0.32437526533255995,0.3952432386028402,0.903197708386171,0.8672703534961781,8.271844045014629e-05,0.00010021904870310192
No_Pretrain,32,specific_humidity@400hPa,0.49573809271293534,0.6136326210079045,0.32470248085832537,0.4040453039310678,0.9113221499738676,0.8729325199963589,0.000246001106239292,0.00030450414359647915
No_Pretrain,33,specific_humidity@500hPa,0.4453304476834982,0.5547645009799269,0.3004136567900366,0.37032395474285446,0.9238677938814084,0.8911558081731868,0.00047082009713031095,0.0005865178908882357
No_Pretrain,34,specific_humidity@600hPa,0.39419528102276324,0.4962292117169919,0.2761610232617311,0.34377914862937925,0.9348984760094429,0.9056015829626353,0.0006856289225583413,0.0008630978501498077
No_Pretrain,35,specific_humidity@700hPa,0.36761439159551174,0.45762565975660807,0.2627221615874624,0.3249026778813452,0.9420420259080936,0.9168398987113914,0.0009229794454292762,0.0011489731871006691
No_Pretrain,36,specific_humidity@850hPa,0.28476258352657796,0.34823831724572735,0.20389528627774128,0.2480467189048883,0.962712511850134,0.9470291077864857,0.0011595249459016434,0.001417991818936691
No_Pretrain,37,specific_humidity@925hPa,0.19852239991341,0.23722278460548119,0.1388929043881278,0.16258032685242743,0.9815561458040162,0.9743455886481751,0.0010038568678728845,0.0011995508798332897
No_Pretrain,38,specific_humidity@1000hPa,0.15556975965856165,0.21826509914426168,0.11063500667736963,0.15202235689264523,0.9883591319765769,0.9777873069744011,0.0009188537211595834,0.0012891560648660193
No_Pretrain,39,u_component_of_wind@50hPa,0.2184168764430807,0.3110613671216203,0.16557710342248153,0.23103885942376917,0.9776039199453876,0.9574459315771217,3.2751547995546564,4.664356300043063
No_Pretrain,40,u_component_of_wind@100hPa,0.26556848274984973,0.35112552943273256,0.20355381370445003,0.2630875972087059,0.9701271699791024,0.95084034755718,3.5477402712812713,4.690700398991892
No_Pretrain,41,u_component_of_wind@150hPa,0.25815821399147837,0.32620327292356066,0.19680255721994866,0.24658207185512004,0.9693308551391934,0.9564262310790147,4.117077347019392,5.202252150426619
No_Pretrain,42,u_component_of_wind@200hPa,0.2629905545273453,0.3055691627731162,0.19840776583015557,0.2323168620517489,0.9658551171402938,0.95787508364545,4.632990367746571,5.383079181072492
No_Pretrain,43,u_component_of_wind@250hPa,0.27297326774073255,0.3077777101067101,0.2036416388927507,0.23184949112078074,0.959190949262901,0.9534767246850179,4.88612716886217,5.509114674412208
No_Pretrain,44,u_component_of_wind@300hPa,0.2851077845816764,0.32704984874110843,0.21234238635598943,0.2458625130346978,0.9528173191378614,0.9436337716274508,4.856029018298524,5.570397067946716
No_Pretrain,45,u_component_of_wind@400hPa,0.2867817740208681,0.3328800660877441,0.2130796838398866,0.24969697823167733,0.9509731003737548,0.9402718535582951,4.089484432921189,4.746842179134433
No_Pretrain,46,u_component_of_wind@500hPa,0.28379637997554996,0.3272934873930324,0.21182307571639125,0.2471271540431844,0.95288219780411,0.943899306517261,3.3814417387658664,3.8997110088700357
No_Pretrain,47,u_component_of_wind@600hPa,0.2901284602131717,0.337761450827223,0.21830686410782654,0.2572333256851861,0.9523201356903961,0.9415026788665676,2.977970352208418,3.4668903876263997
No_Pretrain,48,u_component_of_wind@700hPa,0.30218980096735204,0.3582613740876582,0.2280238854345719,0.27295049207371413,0.9495800783190566,0.9355096438873115,2.742444436705257,3.2513072750539456
No_Pretrain,49,u_component_of_wind@850hPa,0.3202473335151214,0.37175731717441124,0.23612808939871802,0.2775053261821603,0.9439419485738539,0.930696382242294,2.5776740610425843,2.9922784094358414
No_Pretrain,50,u_component_of_wind@925hPa,0.32196091456230097,0.37277961263494297,0.22914659460806952,0.2704342121289761,0.9420307378082311,0.9290321646566305,2.506398305660046,2.902011244922905
No_Pretrain,51,u_component_of_wind@1000hPa,0.32703395040385463,0.39385412770166384,0.23552795320132888,0.2879482520055191,0.940400025889837,0.9204105546591221,1.9700192146840358,2.3725371362441723
No_Pretrain,52,v_component_of_wind@50hPa,0.3659139570481295,0.3881239678397244,0.27877567700085387,0.2943492429887841,0.8815421139737459,0.8701463637367132,2.6647676192769665,2.826511953770109
No_Pretrain,53,v_component_of_wind@100hPa,0.4223980664673668,0.4956268132644608,0.3239077060831667,0.3787111928659432,0.89267255210994,0.8559855969013944,3.1957481625330866,3.7497767765729364
No_Pretrain,54,v_component_of_wind@150hPa,0.404377944815609,0.4842608955229869,0.3075553549636964,0.3676088156460052,0.9109842820655345,0.8812196925354203,3.8818876497195784,4.64873615377417
No_Pretrain,55,v_component_of_wind@200hPa,0.3751620997978052,0.44134038020011823,0.28093602091801556,0.33248238684515125,0.920188981492174,0.899249741122506,4.448359388217737,5.233046344158502
No_Pretrain,56,v_component_of_wind@250hPa,0.3648288369759009,0.41326842979768996,0.2687119752141437,0.30625033957241043,0.9158692217689952,0.9031982620365409,4.867781895619257,5.514094185471217
No_Pretrain,57,v_component_of_wind@300hPa,0.36627520136381864,0.4167135613346041,0.2676531731244018,0.30645839425661875,0.9078099551496089,0.8911809480075785,4.873559955325187,5.544679274818248
No_Pretrain,58,v_component_of_wind@400hPa,0.371823168146056,0.4196159173085098,0.270296098597091,0.305988417384829,0.9019964813488011,0.8848184466169771,4.16319889326027,4.698320724674987
No_Pretrain,59,v_component_of_wind@500hPa,0.374448965849691,0.4188891860580055,0.2739717878358682,0.30848408128928495,0.901797781780545,0.8878402802785706,3.4294543055279956,3.8364676228547663
No_Pretrain,60,v_component_of_wind@600hPa,0.384107327869171,0.4342512903768413,0.28366571945939006,0.3234488063741248,0.8984219826170425,0.8809407344226349,2.9854377674785817,3.3751769979970465
No_Pretrain,61,v_component_of_wind@700hPa,0.3997070888234192,0.4564363916138429,0.2958732711547397,0.34051470810178047,0.891506232362796,0.8697747431872945,2.7240793233188603,3.1107002523505045
No_Pretrain,62,v_component_of_wind@850hPa,0.41431604563414537,0.4707569206696402,0.29926034415242103,0.3432284136703951,0.883107836064791,0.860948879079531,2.556828863767568,2.9051370021026703
No_Pretrain,63,v_component_of_wind@925hPa,0.4040171980426477,0.4587035033405297,0.2824985693570212,0.32443914489541437,0.8924901331589286,0.8728566067328661,2.569120596380266,2.9168674574607008
No_Pretrain,64,v_component_of_wind@1000hPa,0.3881677268916803,0.4632999026189947,0.276745880698136,0.3355868186335322,0.9052617649595464,0.8753327532650071,2.0209325466667156,2.412096083190757
No_Pretrain,65,2m_temperature,0.10728699796491495,0.13519762259505122,0.0717849486149263,0.08514886765695746,0.99209241325401,0.9869465507518743,2.295292817121502,2.8924113698487366
No_Pretrain,66,10m_u_component_of_wind,0.3253423988900967,0.37659384667775075,0.23308374816653094,0.27224716703393753,0.9399441221003192,0.9260873097631627,1.7673147303100925,2.045721228125281
No_Pretrain,67,10m_v_component_of_wind,0.3864526575055445,0.4433784561848176,0.27619869793289625,0.31935426843851555,0.9034367187086187,0.8832692292062561,1.8049086257231417,2.070777842353699
No_Pretrain,68,mean_sea_level_pressure,0.17507476525749074,0.20674785617220465,0.12294740024472296,0.14600336878025413,0.9783049823689284,0.9719989820274271,231.66257564598385,273.57306631805784
No_Pretrain,69,surface_pressure,0.05724048060520288,0.15552025076756165,0.04184890583000109,0.09307064921628463,0.9967902008307437,0.9763591553639536,549.4720014678412,1492.8949170098326
No_Pretrain,70,total_precipitation_6hr,0.8499117893174262,1.001471685960164,0.3316949159840152,0.42567604516836843,0.689065563322997,0.576800869638061,0.0014177264934782257,0.0016705415380779331
OLD_Full,0,geopotential@50hPa,0.10311438137939624,0.09637395639186636,0.057650830019284165,0.06549598589900042,0.9861907039178088,0.991669887913115,593.6909200902131,554.8822806915574
OLD_Full,1,geopotential@100hPa,0.09913422389733469,0.08552482409207092,0.058345613009653796,0.05809239941177181,0.9900369060295843,0.9948922294988586,540.3066437021147,466.1319681089901
OLD_Full,2,geopotential@150hPa,0.07216227396706848,0.0752751972924281,0.047156844490306694,0.050542654328558374,0.9964968176500861,0.9963839463332472,418.5676174147739,436.6237080101176
OLD_Full,3,geopotential@200hPa,0.06909783163131843,0.07324225432377811,0.0458634292143777,0.04907837345658791,0.9969362523071114,0.9966549238740754,401.9741735748166,426.0842055156223
OLD_Full,4,geopotential@250hPa,0.06235507559864871,0.06743382457635896,0.038747133678716204,0.042156257729156335,0.9972669010297815,0.9970295546152639,345.7861739046749,373.95005909830724
OLD_Full,5,geopotential@300hPa,0.07466820030741171,0.07674786238502004,0.049073656867938555,0.05088951475635214,0.9963896318752312,0.9962263539419085,381.2106565512731,391.8281525575658
OLD_Full,6,geopotential@400hPa,0.07783045640195645,0.0801667909729432,0.05136156676512935,0.05314923315228131,0.996028859620633,0.9958234794827321,324.09434439189897,333.8230934347269
OLD_Full,7,geopotential@500hPa,0.08378594813888615,0.07688179000298374,0.049428796259749726,0.048892198138548386,0.9944060136452754,0.9960310073365688,281.8423883182332,258.6179152199441
