model,lead_hours,n_examples,repaired_nrmse,repaired_nmae,repaired_acc,repaired_rmse_phys_mixed,repaired_mae_phys_mixed,raw_forecast_nrmse,raw_forecast_nmae,raw_forecast_acc,raw_forecast_rmse_phys_mixed,raw_forecast_mae_phys_mixed,repaired_phys_moisture,repaired_phys_hydrostatic,repaired_phys_advection,repaired_phys_spectral,raw_forecast_phys_moisture,raw_forecast_phys_hydrostatic,raw_forecast_phys_advection,raw_forecast_phys_spectral,era5_target_phys_moisture,era5_target_phys_hydrostatic,era5_target_phys_advection,era5_target_phys_spectral,physics_improvement_moisture_pct,physics_improvement_hydrostatic_pct,physics_improvement_advection_pct,physics_improvement_spectral_pct,nrmse_improvement_pct
OLD_Full,6,2916,0.21473530734238866,0.13342868074837802,0.9775129251422645,122.05441142376426,38.262404909969284,0.3144921716173652,0.19161160410869316,0.9466541385966201,200.70444949859254,48.34814640325687,0.00020372032823292755,0.00015896952543608891,3.813226416277787,1.84475599460314,0.0005335006861281881,0.00017466716427133713,3.0831114882794917,1.9851527523111414,1.660300430756349e-05,5.694137414995918e-05,4.491207554507158,0.0008016144407278154,61.814420575275854,8.987172203049386,-23.681106919871095,7.072340279333649,31.71998328668996
OLD_Full,24,2913,0.30198476424036036,0.17783167614423803,0.955083466160523,130.1652109136624,40.647039222056485,0.3317964525983938,0.2012372803123071,0.94069267500634,206.6856286115798,50.699192142891846,0.0003163788180184124,0.00016823158788626167,20.777754337403767,2.0658052887574447,0.0004802637607752164,0.00018663077372100065,14.748426247166883,2.0554505500276186,1.548836170068286e-05,5.6974797364311304e-05,25.693147036614306,0.0025998248949351535,34.123945244644226,9.858602345101144,-40.881162431788916,-0.5037697807756571,8.984932817867552
OLD_Full,72,2905,0.40402897309281893,0.2415406830433525,0.9140624059822497,191.57585456511697,59.90089036121411,0.41396723301308397,0.25173677330587546,0.9053048232413402,247.99506875152068,67.35090622781183,0.0003152747620490224,0.00016763022260338857,96.96151633993074,2.23769692381565,0.0004798438148865582,0.00018240182048187507,79.42880480400257,2.1782558779297925,7.352370522530003e-05,5.706538478281828e-05,105.7820690266647,0.005410425983875887,34.296378890794344,8.098382921542349,-22.073492833225494,-2.7288367031677656,2.400735886250911
OLD_Full,ALL,8734,0.31639451587011763,0.1841970906699536,0.9497521009984761,151.10185088453542,46.25487571223357,0.35600180084994515,0.21482012383607374,0.931350968599584,219.43716916157877,55.45275065444634,0.0002783985754256082,0.00016493926589731614,40.453191158944584,2.0491766487402856,0.0004978981701549638,0.0001812299271083514,32.36697924358227,2.072826448746942,3.516353582258311e-05,5.699376855250824e-05,45.252737470696275,0.0029342895707886265,44.08523828497691,8.988946511740082,-24.982905740163094,1.1409445311233357,11.125585568743231
No_Pretrain,6,2916,0.1953438629110909,0.1210139705026751,0.9814304745874564,101.21090543701813,33.61636655196448,0.3144921716173652,0.19161160410869316,0.9466541385966201,200.70444949859254,48.34814640325687,0.00031330369421522374,0.00014033314831994362,3.7023079480326877,1.6107220806702665,0.0005335006861281881,0.00017466716427133713,3.0831114882794917,1.9851527523111414,1.660300430756349e-05,5.694137414995918e-05,4.491207554507158,0.0008016144407278154,41.27398476485859,19.65682336152046,-20.083492345543892,18.861554669027747,37.88593785769621
No_Pretrain,24,2913,0.29034606207499114,0.16993856430796103,0.9588828773628493,112.05481324151695,37.18530066522229,0.3317964525983938,0.2012372803123071,0.94069267500634,206.6856286115798,50.699192142891846,0.00019558024435798702,0.00014912581098063487,23.73469062789461,1.9536482836837585,0.0004802637607752164,0.00018663077372100065,14.748426247166883,2.0554505500276186,1.548836170068286e-05,5.6974797364311304e-05,25.693147036614306,0.0025998248949351535,59.27649339140398,20.09580842033745,-60.93032727782706,4.952795694476432,12.492716603445482
No_Pretrain,72,2905,0.4007244176372262,0.23842922725919258,0.9158325682765983,178.39594213903243,57.02478154423207,0.41396723301308397,0.25173677330587546,0.9053048232413402,247.99506875152068,67.35090622781183,0.0002453083971618689,0.00014480194006766,113.04346811291273,2.242130019619625,0.0004798438148865582,0.00018240182048187507,79.42880480400257,2.1782558779297925,7.352370522530003e-05,5.706538478281828e-05,105.7820690266647,0.005410425983875887,48.87744938009398,20.613763785296918,-42.32049492858069,-2.9323525457687873,3.1990008676457724
No_Pretrain,ALL,8734,0.30702889076521583,0.17638478142922437,0.9529603605126354,134.88194367630038,42.59252302373657,0.35600180084994515,0.21482012383607374,0.931350968599584,219.43716916157877,55.45275065444634,0.00025142428645541997,0.00014475207050424746,46.75135775630087,1.935107710625177,0.0004978981701549638,0.0001812299271083514,32.36697924358227,2.072826448746942,3.516353582258311e-05,5.699376855250824e-05,45.252737470696275,0.0029342895707886265,49.50286995889788,20.127943097551995,-44.44152296223546,6.644007181837057,13.756365829556973
Direct_State,6,2916,0.20695308940227508,0.12740295806027102,0.9791166029976901,108.49126277634325,33.36915765948467,0.3144921716173652,0.19161160410869316,0.9466541385966201,200.70444949859254,48.34814640325687,0.00031671664989039186,5.2502142180582805e-05,3.391330662741746,0.6541060002415923,0.0005335006861281881,0.00017466716427133713,3.0831114882794917,1.9851527523111414,1.660300430756349e-05,5.694137414995918e-05,4.491207554507158,0.0008016144407278154,40.634256313909965,69.94160728514306,-9.997016832960968,67.05009226720345,34.194517994530635
Direct_State,24,2913,0.29807193961465883,0.17407146004079707,0.9566388743931368,120.39204054667007,38.964386532194574,0.3317964525983938,0.2012372803123071,0.94069267500634,206.6856286115798,50.699192142891846,0.0004119061976472198,5.303084851332861e-05,18.187714779372893,1.1043498775945102,0.0004802637607752164,0.00018663077372100065,14.748426247166883,2.0554505500276186,1.548836170068286e-05,5.6974797364311304e-05,25.693147036614306,0.0025998248949351535,14.233337742922231,71.58515315774993,-23.31969848557018,46.272126197359924,10.164217465144239
