stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
pretrain,0,183647,0.023647496255653787,0.1299426988698542,394501.12
pretrain,1,271294,0.019754763584273746,0.13266755640506744,789196.41
finetune,0,358941,0.09818659406129633,0.10268057393841445,1184352.07
