stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
pretrain,0,175647,0.00829793466362755,0.12820522719994187,434377.99
pretrain,1,263294,0.007957091637919219,0.12890081573277712,870124.95
finetune,0,350941,0.09153253533543622,0.09875584964174777,1306102.63
