stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
pretrain,0,184647,0.013074508822627052,0.12814903142862022,394560.57
pretrain,1,272294,0.009396146417584888,0.12815248733386397,790831.07
finetune,0,359941,0.09231744932110929,0.0995914381928742,1187385.33
