stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
pretrain,0,183647,0.013111297454039054,0.12811883352696896,394535.12
pretrain,1,271294,0.009765069856509096,0.12816659221425653,788720.25
finetune,0,358941,0.09232136513305728,0.09936585556715727,1183138.53
