stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
pretrain,0,176647,0.011437888689852719,0.12957142340019345,434984.22
pretrain,1,264294,0.010394779678898585,0.1324608731083572,870122.79
finetune,0,351941,0.09189543789892633,0.09875397919677198,1301491.86
