stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
pretrain,0,203647,0.010292812606753538,0.12831950769759715,372415.89
pretrain,1,291294,0.00926369461716741,0.12817274825647473,742992.63
finetune,0,378941,0.09276894886572712,0.09926396026276052,1114017.3
