stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
pretrain,0,87647,0.08976286928141537,0.12817611265927553,433575.67
pretrain,1,175294,0.012361044434570565,0.12821443774737418,870428.59
finetune,0,262941,0.09137410339345596,0.09819566935766488,1306393.81
