run_id,job_type,backbone,family,method,seed,depends_on,status,eval_clean,eval_stress,eval_ghcn,lead_hours,stress_types,severity,result_path,started_at,finished_at,exit_code,attempt,last_error
train_climax_conservefm_full_fix2probe_s42,train,climax,main,conservefm_full,42,,completed,,,,,,,/home/tahiti/ConserveFM/runs/train_climax_conservefm_full_fix2probe_s42,2026-09-12 19:43:17,2026-09-12 20:04:05,0,1,
