run_id,job_type,backbone,family,method,seed,depends_on,status,eval_clean,eval_stress,eval_ghcn,lead_hours,stress_types,severity,result_path,started_at,finished_at,exit_code,attempt,last_error
train_climax_conservefm_full_fix_s42,train,climax,main,conservefm_full,42,,completed,,,,,,,/home/tahiti/ConserveFM/runs/train_climax_conservefm_full_fix_s42,2026-09-12 08:51:41,2026-09-12 16:41:20,0,1,
