stage,epoch,global_step,train_total,val_repair_mse,elapsed_seconds
pretrain,0,87647,0.05524154251847234,0.12814325210638344,431786.0
pretrain,1,175294,0.010886097830437959,0.12814202322624624,867862.52
finetune,0,262941,0.09178713054832308,0.09797549725044519,1303904.85
